booking_id,external_booking_ref,customer_name,customer_email,service,service_code,booking_date,start_time,end_time,checkin_time,checkout_time,location,channel,source_system,staff_assigned,dog_name,dog_breed,dog_weight,dog_gender,temperament,medication,food_preference,special_instructions,promo_code,discount,price,tax_rate,is_cancelled,cancel_reason,is_repeat_customer,customer_rating,customer_feedback,created_at,updated_at,notes
398,,sara lind,saralind687@company.se,training,TR,Mar 24 2024,10.00,11:00 AM,,,Solna,website,export_v2,Ida,Coco,Husky,18.4,U,unknown,,raw,no treats,NaN,0,60kr,25%,,,yes,3,,2024/03/23,03/26/2024,first visit
399,,,anagarci844@company.se,Nail Trim,NT,2024.02.16,08:00 AM,,,05:05 PM,STOCKHOLM,,excel,NaN,Milo,NaN,unknown,M,NULL,n/a,NaN,handle with care,newyear,10%,15,"0,25",YES,,N,n/a,,2024.02.12,02/17/2024,VIP
400,BK_GDV3V6F0,Sara Lind,saralind@gmail.com,VET SHUTTLE,VS,2024.02.23,09:00 AM,10:00,09:05,,Sthlm,website,pos_export,,Luna,Mixed,17.2,M,unknown,,,n/a,newyear,NaN,twentyfive,0.25,YES,NULL,N,n/a,NULL,15/02/2024,2024-02-26,
401,,Noah Eriksson,noaherik618@outlook.com,Vet Shuttle,VS,02/02/2024,25:00,10.00,08:58,17:10,,walk-in,export_v1,Anna,NULL,French Bulldog,NaN,U,PLAYFUL,,hypoallergenic,NULL,WELCOME10,n/a,20,"0,25",yes,,yes,NULL,ok,Jan 25 2024,04/02/2024,NULL
402,BK_AG2F14M6,OSCAR BERG,n/a,Training,TR,2024/04/07,08:00,10:00 AM,,05:15 PM,,insta,export_v2,Anna,Rocky,Mixed,,M,playful,NaN,,,NULL,10,35,0.25,,NULL,no,5,great!,2024-04-05,n/a,first visit
403,BK_NWPCRS74,OSKAR BERG,,TRAINING,TR,2024/01/06,16.00,00:00,09:24 AM,17:58,Solna,phone,form,,Milo,Mixed,12kg,M,NULL,,NaN,,VIP5,,35,"0,25",,weather,N,3,,01-01-2024,08-01-2024,first visit
404,LEGACY-I2X32O,pedro silva,pedrosil440@email.com,Boarding,BD,16/01/2024,19.00,10:00,,,Sthlm,phone,export_v2,,,Mixed,22.1,female,shy,,,separate from big dogs,NaN,,60,,No,no show,no,5 ,NULL,01/08/2024,01/20/2024,first visit
405,,NaN,maríalóp527@gmail.com,VET SHUTTLE,VS,2024/01/15,10:00,06:00 PM,08.45,17:10,Solna,partner,export_v1,,Milo,MIXED,12kg,M,,,raw,no treats,,10%,20,"0,25",NULL,sick dog,,NULL,great!,Jan 07 2024,2024.01.15,
406,,Erik Holm,erikholm@gmail.com,nail trim,NT,2024.03.19,08:00 AM,09:00 AM,,n/a,Sundbyberg,phone,,,,NaN,12kg,U,NaN,none,kibble,,VIP5,10,15,0.25,NULL,NULL,yes,2,late pickup,Mar 18 2024,2024.03.21,first visit
407,BK_4E2F15J2,Karin Lund,karinlun@gmail.com,NaN,NT,2024-03-02,,18:00,08.46,n/a,Solna,phone,pos_export,Felix,Bella,Golden Retriever,17.9,M,playful,,NaN,,WELCOME10,,15,25%,0,,Y,5 ,great!,02/02/2024,Feb 08 2024,
408,BK_AXTL4SJX,Jonas  Nilsson,jonasnil@email.com,Nail Trim,NT,18 Jan 2024,,17.00,,17.35,Nacka,IG,,Ida,Max,Chihuahua,unknown,U,unknown,insulin,,n/a,NULL,NULL,15,25%,,,n/a,4,,14-01-2024,23-01-2024,
409,,Jonas Nilsson,jonasnil950@outlook.com,Grooming,GR,02/15/2024,10.00,12:00,08.55,17.34,STOCKHOLM,insta,pos_export,Greta,Max,,,male,shy,,,,VIP5,NaN,,"0,25",No,no show,N,1,,02/12/2024,20/02/2024,VIP
410,,ELLA BERG,ellaberg146@outlook.com,Training,TR,2024-02-18,01:00 PM,14.00,09:13 AM,17:10,Solna,phone,sheets,Greta,Luna,,,male,unknown,,hypoallergenic,,,5,35 SEK,,NaN,NaN,Y,5 ,,2024/02/09,18/02/2024,n/a
411,,ANA  GARCIA,anagarci@gmail.com,Grooming,GR,Mar 02 2024,,12:00 AM,09:05,17:10,Sthlm,instagram,form,Johan,Coco,Beagle,12kg,Unknown,reactive,,NULL,handle with care,VIP5,,40,,,NULL,yes,5 ,,,06 Mar 2024,
412,BK_32VV8MQQ,Pedro Silva,pedrosil686@company.se,Vet Shuttle,VS,n/a,13:00,02:00 PM,,,Nacka,insta,form,,Luna,Mixed,,M,reactive,,,,NULL,5,20,"0,25",,sick dog,no,NULL,great!,2024-02-11,,first visit
413,,FRIDA  KARLSSON,fridakar136@outlook.com,vet shuttle,VS,14/01/2024,n/a,11.00,,NULL,Sundbyberg,website,excel,,Charlie,Poodle,unknown,U,anxious,none,,,VIP5,,20,25%,YES,sick dog,yes,,,2024-01-12,01/18/2024,late pickup fee applied
414,,sara lind,NULL,nail trim,NT,15 Apr 2024,04:00 PM,17.00,08.57,17:10,NULL,walk-in,,David,Rocky,mix,unknown,U,anxious,,hypoallergenic,no treats,VIP5,10%,15,25%,0,no show,Y,,late pickup,14-04-2024,18 Apr 2024,first visit
415,LEGACY-FB4E0D,ANA G.,anagarci91@email.com,Daycare,DC,29-02-2024,10:00,11:00,09:05,17:10,Nacka,NaN,,Elise,NULL,MIXED,,female,anxious,,,no treats,WELCOME10,,"40,0",,No,NaN,N,n/a,great!,2024/02/23,01/03/2024,
416,,SARA LIND,saralind737@company.se,BOARDING,BD,2024.02.12,17.30,09:30 AM,,,,,sheets,Hugo,Charlie,Chihuahua,12kg,female,calm,,,no treats,,5,60,,yes,sick dog,N,5 ,,04 Feb 2024,15-02-2024,
417,,mikael  åstrom,mikaelås@email.com,Daycare,DC,2024/04/25,9am,11.00,09:06,17:10,Stockholm,partner,,Greta,Milo,mix,,,NULL,,,,n/a,,25,,0,,,5 ,ok,18-04-2024,04/25/2024,NaN
418,BK_UCAIH0Z1,Lin Chen,linchen129@outlook.com,grooming,GR,Mar 12 2024,08:00,10:00,09:05,NaN,Sundbyberg,partner,form,NaN,Coco,Mixed,12kg,male,anxious,insulin,,NULL,,0,40,0.25,yes,,Y,3,great!,10-03-2024,03/17/2024,
419,LEGACY-W2ZDA9,karin lund,karinlun255@gmail.com,Vet Shuttle,VS,Jan 14 2024,09.00,17:00,,,Täby,,export_v2,,Charlie,Dachshund,,U,,,hypoallergenic,,,5,20,,0,,n/a,3,NULL,Jan 04 2024,2024.01.17,
420,,luis pérez,luispere@email.com,nail trim,NT,2024.03.31,10.00,12:00 PM,09:05,,NULL,website,excel,Greta,NaN,Dachshund,unknown,Unknown,playful,none,,,NULL,10%,15,,No,no show,N,3,,Mar 23 2024,Mar 31 2024,VIP
421,,Fatima  Khan,fatimakh509@gmail.com,TRAINING,TR,Apr 15 2024,10:00 AM,12.00,09:05,,Solna,walk-in,pos_export,Felix,Coco,Beagle,,female,playful,antibiotics,,n/a,,,35,,YES,no show,NaN,5,great!,Apr 12 2024,15/04/2024,VIP
422,,oskar  berg,oskarber@gmail.com,boarding,BD,2024/04/01,05:30 PM,09:30,09:05,n/a,Stockholm,website,sheets,Hugo,Coco,mix,,male,NULL,,hypoallergenic,,,5,60,0.25,,,,5,late pickup,2024.03.28,Apr 05 2024,late pickup fee applied
423,n/a,Oscar Berg,oscarber@gmail.com,TRAINING,TR,17/03/2024,10:00,,09.20,,Huddinge,insta,export_v2,Björn,,Labrador,,U,NaN,,raw,,,5,,,yes,,Y,4,,07 Mar 2024,21 Mar 2024,
424,BK_1H54OWO1,Sofia Andersson,sofiaand@gmail.com,Grooming,GR,2024/03/13,10.00,12:00 PM,,,Sthlm,instagram,pos_export,NULL,Coco,Poodle,21.0,male,anxious,NaN,NaN,,NaN,10%,40,"0,25",1,NULL,,,late pickup,n/a,2024.03.13,
425,,luis pérez,luispere582@gmail.com,training,TR,Mar 23 2024,04:00 PM,17.00,09:28,,Stockholm,instagram,excel,Greta,Luna,Dachshund,12kg,F,calm,,NaN,handle with care,,n/a,35,"0,25",No,,NaN,1,n/a,NULL,28-03-2024,late pickup fee applied
426,BK_YH1XA0H6,Nora Hansen,norahans841@company.se,BOARDING,BD,23/01/2024,19:00,10.00,09:38 AM,17:10,STOCKHOLM,,excel,NaN,n/a,Husky,12kg,M,calm,,kibble,handle with care,,10%,60,"0,25",,NULL,yes,4,,,27-01-2024,
427,BK_MVOHF072,Liam Andersson,,DAYCARE,DC,21 Feb 2024,09.00,11:00,NULL,n/a,Sthlm,,pos_export,Greta,Max,Golden Retriever,,male,aggressive,,hypoallergenic,,VIP5,NULL,25,,yes,no show,,NULL,late pickup,12-02-2024,n/a,first visit
428,,Sofia  Andersson,sofiaand@email.com,Nail Trim,NT,03/13/2024,10:00,NULL,n/a,,Nacka,email,pos_export,n/a,Milo,Chihuahua,,Unknown,reactive,,hypoallergenic,handle with care,,,NULL,25%,,no show,,5 ,NULL,Mar 06 2024,17 Mar 2024,first visit
429,LEGACY-T2T6FV,Jonas Nilsson,jonasnil806@outlook.com,training,TR,29 Feb 2024,16:00,17.00,09:05,17.16,Stockholm,insta,sheets,David,Rocky,NULL,unknown,male,playful,,n/a,,newyear,0,35,0.25,,,,n/a,,24 Feb 2024,05/03/2024,n/a
430,,elin svensson,elinsven653@email.com,Daycare,DC,19 Jan 2024,10:00 AM,12:00 PM,,,Nacka,IG,excel,Anna,Luna,NULL,unknown,M,playful,,,handle with care,,n/a,,"0,25",0,sick dog,N,n/a,great!,14/01/2024,01/21/2024,
431,LEGACY-PJC9RT,Karin Lund,karinlun@gmail.com,DAYCARE,NULL,Apr 16 2024,10.00,12:00,09:16 AM,,NULL,email,excel,Hugo,Milo,mix,,female,NaN,,,NULL,WELCOME10,10,25,0.25,0,NULL,NaN,,ok,Apr 08 2024,2024-04-18,
432,BK_MRT3DLTD,Sofia Andersson,sofiaand316@company.se,NAIL TRIM,NT,2024.03.01,09:00 AM,10.00,,NaN,Täby,instagram,pos_export,David,,,n/a,U,PLAYFUL,insulin,NaN,,,n/a,15,,n/a,,Y,,n/a,2024/02/20,Mar 04 2024,VIP
433,NaN,elin svensson,elinsven@email.com,training,NaN,2024-02-24,08:00,16:00,,,STOCKHOLM,walk-in,,Björn,,NULL,,F,calm,insulin,,,WELCOME10,5,35,0.25,No,sick dog,Y,,NaN,,2024-02-28,first visit
434,BK_BG1IR70I,OLIVIA LIND,oliviali965@email.com,Nail Trim,NT,NaN,09.00,25:00,09:05,17:10,Huddinge,IG,excel,,,Husky,6.1,female,PLAYFUL,n/a,,handle with care,NaN,,15,25%,0,,NaN,3,late pickup,2024-02-14,20 Feb 2024,first visit
435,BK_A2GNNFS1,FATIMA KHAN,fatimakh971@email.com,daycare,DC,17 Feb 2024,13:00,02:00 PM,,,,insta,pos_export,Johan,Bella,NaN,,F,aggressive,,,NULL,newyear,,25,0.25,YES,,,,NULL,Feb 17 2024,17 Feb 2024,late pickup fee applied
436,,emma johansson,NaN,Vet Shuttle,VS,2024.01.02,16:00,17:00,,,Solna,email,,Clara,Max,,12kg,Unknown,NULL,none,n/a,,,,,,YES,n/a,yes,NaN,,2023/12/26,2024.01.06,late pickup fee applied
437,,Ana G.,anagarci@email.com,Training,TR,2024.01.08,13.00,15.00,,,STOCKHOLM,website,export_v2,Greta,Max,French Bulldog,unknown,Unknown,reactive,,,handle with care,,5,35,,YES,,N,NULL,,2024.01.04,2024/01/12,
438,,fatima khan,fatimakh971@email.com,Grooming,GR,01/22/2024,13:00,15:00,09:05,,Huddinge,walk-in,,n/a,,Mixed,,,shy,insulin,hypoallergenic,NaN,WELCOME10,5,40,"0,25",,weather,Y,5 ,ok,18 Jan 2024,01/25/2024,late pickup fee applied
439,BK_W1R93C9C,Ana García,anagarci482@outlook.com,VET SHUTTLE,VS,03/06/2024,10:00,18:00,,,Stockholm,walk-in,export_v1,Björn,Luna,Golden Retriever,NaN,Unknown,reactive,none,n/a,,newyear,10%,20,"0,25",yes,,,4,ok,Mar 06 2024,Mar 08 2024,VIP
440,,ELIN  SVENSSON,elinsven491@email.com,boarding,BD,04/19/2024,19:00,11:00,09:05,,Stockholm,walk-in,,,,Poodle,unknown,U,anxious,,NULL,,WELCOME10,5,60,25%,YES,,N,,n/a,04/09/2024,n/a,late pickup fee applied
441,LEGACY-WOK8OI,PEDRO SILVA,pedrosil440@email.com,Training,TR,2024.01.14,04:00 PM,00:00,09:05,16:40,Huddinge,email,sheets,NaN,Bella,mix,,F,calm,,hypoallergenic,separate from big dogs,,,35,0.25,0,,Y,,great!,04 Jan 2024,14 Jan 2024,
442,,NOAH ERIKSSON,,n/a,DC,12 Jan 2024,10:00 AM,12.00,,17:10,,phone,export_v1,Johan,Charlie,Chihuahua,,Unknown,PLAYFUL,,NULL,,NULL,,25,25%,no,n/a,,NULL,n/a,2024/01/04,2024-01-13,first visit
443,,sofia andersson,,training,n/a,2024.01.11,10:00,25:00,09:05,n/a,STOCKHOLM,insta,pos_export,,Charlie,Chihuahua,NaN,M,playful,,,,NaN,,35,,no,weather,Y,2,n/a,Jan 09 2024,01/15/2024,VIP
444,,sara lind,saralind@email.com,Boarding,BD,01/15/2024,05:30 PM,,09:05,17:10,Sundbyberg,IG,form,,,Dachshund,NULL,female,NaN,none,NaN,,,n/a,60,,YES,n/a,NaN,4,NaN,n/a,01/17/2024,VIP
445,LEGACY-CWBRQQ,Ahmed Ali,,NaN,n/a,11/02/2024,NULL,09.00,,17:10,Solna,partner,sheets,Felix,Rocky,Labrador,n/a,F,aggressive,NaN,hypoallergenic,separate from big dogs,WELCOME10,5,20,"0,25",,NULL,N,NULL,,01/02/2024,13-02-2024,
446,LEGACY-BA0T9F,FATIMA  KHAN,NaN,boarding,BD,2024-02-04,18:00,10:00,,,Stockholm,instagram,,Felix,Coco,Mixed,NaN,female,anxious,insulin,kibble,,WELCOME10,10%,60,,no,n/a,,NULL,ok,26/01/2024,07-02-2024,
447,,elin svensson,NaN,Nail Trim,NT,23 Jan 2024,10:00 AM,11.00,,NULL,Solna,instagram,export_v1,Ida,,French Bulldog,12kg,M,shy,,,separate from big dogs,,10%,15,25%,,,yes,3,,Jan 23 2024,28-01-2024,
448,LEGACY-5I97BF,Fatima Khan,fatimakh27@email.com,training,TR,2024-01-10,04:00 PM,17:00,09:27,,Stockholm,website,export_v2,Ida,Max,,20.2,female,playful,none,,,,0,35,"0,25",,NaN,Y,,ok,2023-12-31,11/01/2024,VIP
449,NULL, liam andersson ,NaN,Daycare,DC,2024-04-16,09.00,10:00 AM,,17.10,Sthlm,website,export_v2,Felix,,French Bulldog,,male,calm,antibiotics,kibble,,VIP5,,25,"0,25",YES,,,NaN,,14/04/2024,2024-04-16,VIP
450,BK_3QFJ4GT4,sara lind,saralind733@gmail.com,DAYCARE,DC,29-03-2024,10:00,12:00,09:05,17:10,,insta,form,Clara,Charlie,,12kg,Unknown,shy,insulin,,no treats,NULL,10,25,0.25,n/a,,yes,2,ok,21 Mar 2024,01-04-2024,n/a
451,,Oscar Berg,oscarber@gmail.com,Boarding,BD,02/23/2024,19.00,11:00,,,Sthlm,,excel,Björn,Charlie,n/a,12kg,female,n/a,insulin,,handle with care,,,60,25%,YES,weather,,2,,2024/02/22,02/28/2024,first visit
452,n/a,Ahmed Ali,ahmedali393@gmail.com,Training,TR,12 Apr 2024,09:00,10:00 AM,,,Sthlm,website,,Björn,,German Shepherd,,female,n/a,n/a,,no treats,,NULL,35,,no,NULL,yes,,,10 Apr 2024,2024.04.14,VIP
453,,Maria Lopez,maríalóp229@email.com,Vet Shuttle,n/a,2024.03.16,16.00,17:00,09:05,,Stockholm,website,sheets,Johan,Coco,MIXED,12kg,NULL,reactive,NaN,n/a,separate from big dogs,,,20,0.25,YES,,,,,2024/03/09,03/18/2024,
454,BK_AL8JUW5U,olivia lind,oliviali@gmail.com,daycare,DC,02-03-2024,09.00,11.00,n/a,,Huddinge,,export_v1,,,Mixed,,female,PLAYFUL,,n/a,separate from big dogs,,NULL,25,0.25,YES,sick dog,,1,,24-02-2024,n/a,
455,,Ella Berg,ellaberg171@email.com,Nail Trim,NT,Apr 06 2024,08:00 AM,09:00,,17:34,Solna,,export_v1,Johan,Rocky,MIXED,12kg,M,shy,none,hypoallergenic,,,,15,,No,sick dog,Y,4,,28/03/2024,11/04/2024,
456,,nora  hansen,norahans@gmail.com,Vet Shuttle,VS,Apr 04 2024,13:00,03:00 PM,09:05,,Täby,partner,export_v2,n/a,Rocky,,12kg,male,PLAYFUL,,,no treats,NULL,5,20,,,weather,NULL,3,,31-03-2024,04/05/2024,
457,NaN,María López,maríalóp21@company.se,DAYCARE,DC,2024-02-18,09.00,11:00 AM,09:05,,Huddinge,,sheets,Ida,,mix,12kg,U,n/a,antibiotics,raw,,newyear,,25,0.25,no,sick dog,n/a,,,2024-13-05,NULL,first visit
458,,LUIS P.,luispere745@outlook.com,BOARDING,BD,13-01-2024,19.00,10:00,,,Sundbyberg,phone,form,Björn,NULL,Golden Retriever,17.0,U,reactive,antibiotics,,separate from big dogs,NULL,NULL,60,"0,25",,,,1,,2024.01.04,Jan 14 2024,
459,,erik holm,erikholm746@gmail.com,nail trim,NT,17-01-2024,04:00 PM,17.00,,,Stockholm,,export_v2,David,Milo,Mixed,36.3,M,aggressive,insulin,kibble,,newyear,10%,15.00,,,,N,n/a,great!,15 Jan 2024,2024/01/18,
460,,sara lind,saralind@gmail.com,Daycare,DC,06/04/2024,08:00,16:00,09:33 AM,NULL,Sthlm,IG,excel,Felix,,Golden Retriever,,female,shy,n/a,,NaN,,,NaN,,,sick dog,N,,,,NaN,NULL
461,LEGACY-FNILCT,erik holm,erikholm@email.com,NAIL TRIM,NT,2024/03/16,01:00 PM,NaN,,,Stockholm,insta,pos_export,Greta,Charlie,Dachshund,21.3,U,shy,antibiotics,raw,,newyear,5,15.00,25%,no,,yes,3,NULL,,2024/03/17,NaN
462,LEGACY-M4IV5J,Ella Berg,ellaberg709@gmail.com,Boarding,BD,03/25/2024,17:30,09:30,n/a,17:10,Nacka,IG,excel,Anna,,mix,unknown,F,playful,antibiotics,kibble,NaN,,,60,0.25,YES,,N,2,,2024-03-20,25-03-2024,
463,BK_FV2OF6XR,noah eriksson,noaherik618@outlook.com,daycare,DC,02/27/2024,10:00,18.00,,,Solna,instagram,sheets,Hugo,Bella,German Shepherd,n/a,U,n/a,antibiotics,NaN,,,NULL,25,25%,1,,no,1,late pickup,2024/02/19,27 Feb 2024,
464,,OSCAR BERG,,Daycare,,02/24/2024,10.00,11.00,,NaN,Solna,website,NaN,Elise,Milo,Beagle,7.8,Unknown,shy,,,separate from big dogs,,0,,,,,,1,NULL,2024/02/22,2024.02.29,
465,,erik holm,erikholm288@gmail.com,boarding,BD,2024/04/02,19.00,99:99,08:58 AM,,Sthlm,website,export_v1,Hugo,Charlie,Golden Retriever,36.9,male,NaN,,,handle with care,,,60,"0,25",1,weather,yes,4,great!,2024/03/27,04/02/2024,late pickup fee applied
466,LEGACY-O25RJ6,Liam Andersson,liamande@email.com,Nail Trim,NT,08/01/2024,10:00,11:00,,17.40,Huddinge,insta,export_v1,,,French Bulldog,,NULL,PLAYFUL,antibiotics,hypoallergenic,,NULL,NULL,15,,no,no show,no,5,NULL,07/01/2024,2024-01-13,late pickup fee applied
467,,oscar berg,oskarber@gmail.com,grooming,GR,03/29/2024,08:00,09:00 AM,09:05,NaN,STOCKHOLM,IG,export_v2,Johan,NaN,French Bulldog,,M,NULL,,raw,,WELCOME10,10%,40,0.25,,,,NaN,,25/03/2024,2024.03.29,
468,,Noah Eriksson,noaherik618@outlook.com,Training,TR,2024/02/24,01:00 PM,15.00,,,Stockholm,instagram,export_v1,,Charlie,Golden Retriever,3.4,U,reactive,antibiotics,,separate from big dogs,,10,35,25%,NaN,,,3,great!,Feb 19 2024,26/02/2024,VIP
469,LEGACY-ZH82MW,Mikael Åstrom,mikaelås792@company.se,Grooming,GR,28-02-2024,10:00 AM,11:00 AM,08:55 AM,,Stockholm,phone,export_v1,Björn,,Golden Retriever,18.7,F,,NaN,raw,,VIP5,,40.0,0.25,YES,NULL,yes,,NaN,2024-02-27,29-02-2024,
470,NaN,ana garcia,anagarci844@company.se,daycare,DC,2024-01-19,04:00 PM,NaN,08:41,NaN,Stockholm,NULL,form,,Rocky,Husky,12kg,Unknown,unknown,none,,n/a,NaN,NULL,,,yes,,N,n/a,NULL,2024.01.10,NaN,VIP
471,LEGACY-S9VRCG,sara lind,saralind641@company.se,boarding,BD,11-04-2024,05:30 PM,09:30,09.31,17:10,Täby,instagram,pos_export,Clara,Max,Poodle,36.2,female,shy,insulin,kibble,n/a,,10%,60,,1,,Y,,,2024-04-09,04/12/2024,first visit
472,BK_XCBBCMMA,Sara Lind,NULL,Daycare,DC,2024-03-07,16.00,05:00 PM,09:05,,Stockholm,walk-in,NULL,Björn,Bella,Poodle,unknown,n/a,n/a,none,hypoallergenic,NaN,,5,25,25%,yes,sick dog,Y,1,NaN,Mar 01 2024,2024.03.10,
473,LEGACY-BAQMRP,NOAH  ERIKSSON,noaherik@email.com,GROOMING,GR,2024-03-15,09:00 AM,11.00,n/a,,Stockholm,email,form,Felix,Coco,,25.3,female,playful,insulin,raw,handle with care,,10%,"25,00","0,25",,,NaN,,late pickup,2024.03.14,Mar 18 2024,NULL
474,LEGACY-7QEMTK,Ahmed Ali,NaN,Grooming,GR,26/03/2024,13:0,14.00,,,Nacka,email,,,Charlie,Beagle,34.1,F,PLAYFUL,n/a,raw,,,,40,,,NULL,,2,NULL,26/03/2024,n/a,late pickup fee applied
475,, oscar berg ,oscarber@email.com,nail trim,NT,02/12/2024,,09.00,NULL,,Stockholm,walk-in,form,Hugo,Coco,Poodle,NULL,M,anxious,,,separate from big dogs,NaN,,15,,,,yes,2,ok,Feb 09 2024,02/17/2024,VIP
476,NULL, SOFIA ANDERSSON ,NaN,NAIL TRIM,NT,04 Apr 2024,09:00,10.00,,,Täby,,sheets,Björn,Rocky,German Shepherd,unknown,male,PLAYFUL,,,,,10,15,0.25,No,,N,4,ok,02 Apr 2024,2024.04.09,
477,LEGACY-C25F1Y,noah eriksson,noaherik618@outlook.com,DAYCARE,DC,09 Mar 2024,10:00,12.00,,,Stockholm,IG,,David,Bella,mix,12kg,,playful,,NULL,,,0,25,,,no show,,4,NULL,03/03/2024,2024/03/13,first visit
478,,Lin Chen,linchen811@email.com,Vet Shuttle,n/a,2024-04-07,16:00,00:00,09:05,,Stockholm,website,excel,Björn,,French Bulldog,,U,playful,,hypoallergenic,handle with care,,,20,0.25,0,,Y,NaN,,2024/03/31,NaN,NULL
479,BK_5RPIZET5,AHMED ALI,ahmedali81@company.se,Grooming,GR,2024/02/16,,12.00,,17:10,Täby,phone,pos_export,Felix,Coco,mix,12kg,F,anxious,antibiotics,,n/a,,,40,,No,,no,5,,2024.02.07,,VIP
480,LEGACY-5C5K07,PEDRO SILVA,pedrosil754@gmail.com,grooming,GR,27-04-2024,10.00,12.00,,17:10,Sthlm,website,pos_export,Björn,Rocky,n/a,unknown,F,anxious,none,kibble,NULL,newyear,,40,,no,NaN,N,,n/a,2024-04-20,01/05/2024,first visit
481,,Emma Johansson,emmajoha463@gmail.com,Nail Trim,NT,15 Jan 2024,13.00,09:00 PM,09:05,NULL,Sundbyberg,partner,pos_export,Hugo,Coco,,12kg,F,anxious,none,NaN,,newyear,,15,25%,no,NaN,,n/a,,11-01-2024,01/18/2024,
482,,sofia andersson,sofiaand369@gmail.com,vet shuttle,VS,17 Jan 2024,13.00,09:00 PM,NaN,n/a,Sthlm,website,export_v2,Anna,Luna,Labrador,12kg,U,playful,none,hypoallergenic,NaN,VIP5,10,20,,0,weather,yes,,,01/15/2024,01/22/2024,
483,LEGACY-DZDOZ1, FRIDA KARLSSON ,fridakar22@company.se,NAIL TRIM,NT,2024.03.11,10:00 AM,11:00 AM,09:33,17.39,STOCKHOLM,instagram,excel,Clara,Milo,Chihuahua,12kg,male,playful,none,hypoallergenic,NaN,,0,15,25%,,,Y,4,n/a,03-03-2024,2024-03-15,
484,,NULL,jonasnil345@email.com,Training,NULL,04/03/2024,04:00 PM,12:00 AM,,,,partner,,n/a,Rocky,mix,,M,,NULL,,handle with care,NULL,,35,25%,,,yes,3,ok,03/25/2024,03-04-2024,late pickup fee applied
485,,Luis Perez,luispere@gmail.com,Boarding,BD,26 Apr 2024,05:30 PM,09:30,,,Stockholm,,form,,,Labrador,unknown,Unknown,anxious,insulin,kibble,handle with care,newyear,,60,,1,sick dog,yes,,ok,04/21/2024,30 Apr 2024,first visit
486,,Oscar Berg,oskarber@email.com,NAIL TRIM,NT,22/02/2024,,21:00,,,Täby,website,excel,Johan,Charlie,,,U,calm,,hypoallergenic,handle with care,n/a,,15,"0,25",yes,sick dog,no,,late pickup,Feb 15 2024,Feb 25 2024,
487,NULL,Karin Lund,karinlun175@email.com,nail trim,NT,2024.03.03,10:00,12:00,08:55 AM,,Stockholm,insta,form,Johan,Max,Dachshund,unknown,M,,,kibble,handle with care,VIP5,NULL,15,0.25,,sick dog,,2,great!,,07/03/2024,
488,BK_6BWLQC66,NOAH ERIKSSON,noaherik@email.com,Grooming,GR,2024-01-03,10:00,06:00 PM,,,Nacka,insta,export_v2,Clara,Charlie,mix,unknown,M,NULL,,NaN,handle with care,WELCOME10,,40,0.25,No,n/a,Y,1,NULL,2023.12.30,2024/01/05,VIP
489,,NORA HANSEN,norahans841@company.se,Nail Trim,NT,2024-01-16,13:00,21.00,,,Huddinge,instagram,excel,Elise,Charlie,Poodle,,M,playful,n/a,kibble,handle with care,,,15,"0,25",yes,no show,N,5 ,,2024-01-10,2024/01/17,late pickup fee applied
490,NaN,Nora Hansen,norahans647@email.com,Daycare,DC,2024/01/09,08:00 AM,09.00,09:05,16:51,Täby,instagram,excel,Clara,Charlie,mix,,Unknown,PLAYFUL,n/a,,separate from big dogs,,NULL,25,"0,25",,sick dog,yes,,NaN,2024-13-05,Jan 11 2024,first visit
491,LEGACY-ZNFJK1,Sofia Andersson,sofiaand316@company.se,GROOMING,GR,Jan 02 2024,99:99,17:00,NULL,,Stockholm,partner,export_v2,,NULL,Poodle,28.6,U,,,,,VIP5,,40.00,,No,n/a,,3,,Dec 23 2023,01/02/2024,
492,LEGACY-LZONK6,mariam ali,mariamal895@email.com,Daycare,DC,04 Jan 2024,16:00,17.00,,,STOCKHOLM,walk-in,sheets,Ida,Luna,Mixed,,F,unknown,,hypoallergenic,n/a,,,25,,No,n/a,NaN,NULL,n/a,02/01/2024,Jan 05 2024,first visit
493,LEGACY-FI389P,Sara Lind,saralind414@email.com,VET SHUTTLE,VS,31 Mar 2024,10:00,11:00 AM,09:05,,Solna,partner,pos_export,,Charlie,Mixed,,male,,,,,NaN,10,20,0.25,YES,,,3,,26/03/2024,02/04/2024,first visit
494,BK_I8DF70P2,,anagarci@email.com,Grooming,GR,2024.01.12,16.00,06:00 PM,,17:23,NaN,,export_v1,Elise,Coco,,12kg,male,reactive,,,,newyear,,40,25%,1,NULL,n/a,n/a,NaN,09 Jan 2024,2024/01/14,
495,,NORA  HANSEN,norahans@email.com,nail trim,NT,02/10/2024,10:00,12:00,,NaN,Sthlm,,export_v2,Anna,Bella,Husky,35.7,male,calm,,,handle with care,n/a,,15,0.25,yes,NULL,,,,31 Jan 2024,2024/02/13,NaN
496,,Pedro Silva,pedrosil@email.com,Boarding,BD,2024.04.30,17:30,09:30 AM,09:05,05:34 PM,Stockholm,IG,excel,Clara,Coco,Husky,38.8,female,anxious,,hypoallergenic,no treats,,10,"25,00",,,,yes,1,,22/04/2024,2024-05-02,
